jstime,valence,arousal,video
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5.009,0
1,5,5.012,0
1,5,5.012,0
1,5,5.004,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5.016,5,0
3,5.048,5,0
3,5.109,5,0
3,5.165,5,0
3,5.205,5,0
3,5.242,5,0
3,5.282,5.05,0
3,5.321,5.071,0
3,5.383,5.071,0
3,5.453,5.071,0
3,5.523,5.071,0
3,5.556,5.071,0
3,5.562,5.071,0
3,5.565,5.075,0
3,5.569,5.079,0
3,5.572,5.08,0
4,5.574,5.08,0
4,5.575,5.08,0
4,5.577,5.08,0
4,5.578,5.08,0
4,5.582,5.08,0
4,5.589,5.08,0
4,5.608,5.08,0
4,5.637,5.08,0
4,5.702,5.08,0
4,5.795,5.08,0
4,5.908,5.08,0
4,6.021,5.08,0
4,6.111,5.08,0
4,6.148,5.08,0
4,6.153,5.08,0
4,6.153,5.08,0
4,6.153,5.08,0
4,6.153,5.08,0
4,6.153,5.08,0
4,6.153,5.08,0
5,6.163,5.08,0
5,6.172,5.08,0
5,6.183,5.08,0
5,6.189,5.08,0
5,6.197,5.08,0
5,6.21,5.08,0
5,6.228,5.08,0
5,6.254,5.08,0
5,6.321,5.08,0
5,6.404,5.082,0
5,6.481,5.09,0
5,6.516,5.098,0
5,6.521,5.109,0
5,6.521,5.122,0
5,6.521,5.127,0
5,6.521,5.131,0
5,6.521,5.132,0
5,6.521,5.132,0
5,6.521,5.135,0
5,6.521,5.141,0
6,6.521,5.148,0
6,6.521,5.15,0
6,6.521,5.155,0
6,6.521,5.162,0
6,6.521,5.165,0
6,6.521,5.168,0
6,6.521,5.174,0
6,6.521,5.176,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.177,0
6,6.521,5.179,0
7,6.521,5.186,0
7,6.521,5.189,0
7,6.521,5.193,0
7,6.521,5.2,0
7,6.521,5.219,0
7,6.521,5.238,0
7,6.521,5.262,0
7,6.521,5.29,0
7,6.523,5.312,0
7,6.529,5.322,0
7,6.543,5.329,0
7,6.55,5.332,0
7,6.556,5.332,0
7,6.564,5.339,0
7,6.579,5.342,0
7,6.603,5.343,0
7,6.635,5.344,0
7,6.675,5.345,0
7,6.721,5.346,0
7,6.75,5.346,0
8,6.761,5.346,0
8,6.767,5.346,0
8,6.769,5.346,0
8,6.775,5.346,0
8,6.781,5.346,0
8,6.783,5.362,0
8,6.81,5.397,0
8,6.849,5.437,0
8,6.89,5.472,0
8,6.914,5.502,0
8,6.92,5.513,0
8,6.923,5.513,0
8,6.924,5.513,0
8,6.924,5.513,0
8,6.933,5.519,0
8,6.937,5.527,0
8,6.943,5.551,0
8,6.951,5.58,0
8,6.977,5.626,0
8,7.011,5.677,0
9,7.056,5.749,0
9,7.11,5.818,0
9,7.164,5.862,0
9,7.198,5.881,0
9,7.222,5.916,0
9,7.258,5.965,0
9,7.293,6.033,0
9,7.309,6.089,0
9,7.312,6.145,0
9,7.312,6.223,0
9,7.315,6.298,0
9,7.328,6.357,0
9,7.333,6.411,0
9,7.334,6.458,0
9,7.334,6.502,0
9,7.334,6.537,0
9,7.334,6.567,0
9,7.334,6.6,0
9,7.334,6.646,0
9,7.326,6.679,0
10,7.309,6.715,0
10,7.29,6.759,0
10,7.271,6.808,0
10,7.251,6.85,0
10,7.236,6.888,0
10,7.23,6.905,0
10,7.23,6.916,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.92,0
10,7.23,6.914,0
10,7.23,6.903,0
11,7.23,6.887,0
11,7.23,6.876,0
11,7.23,6.857,0
11,7.23,6.843,0
11,7.23,6.821,0
11,7.228,6.791,0
11,7.21,6.761,0
11,7.201,6.751,0
11,7.194,6.751,0
11,7.189,6.751,0
11,7.188,6.751,0
11,7.187,6.751,0
11,7.187,6.751,0
11,7.187,6.751,0
11,7.187,6.751,0
11,7.187,6.751,0
11,7.187,6.751,0
11,7.193,6.748,0
11,7.215,6.741,0
11,7.229,6.739,0
12,7.231,6.739,0
12,7.231,6.737,0
12,7.231,6.736,0
12,7.231,6.736,0
12,7.231,6.733,0
12,7.231,6.732,0
12,7.231,6.724,0
12,7.237,6.717,0
12,7.243,6.715,0
12,7.245,6.715,0
12,7.245,6.715,0
12,7.246,6.715,0
12,7.248,6.715,0
12,7.259,6.715,0
12,7.285,6.715,0
12,7.31,6.715,0
12,7.344,6.715,0
12,7.364,6.714,0
12,7.367,6.714,0
12,7.367,6.714,0
13,7.367,6.714,0
13,7.367,6.714,0
13,7.367,6.714,0
13,7.367,6.714,0
13,7.367,6.714,0
13,7.367,6.709,0
13,7.367,6.707,0
13,7.367,6.707,0
13,7.376,6.702,0
13,7.382,6.695,0
13,7.39,6.688,0
13,7.406,6.683,0
13,7.423,6.68,0
13,7.438,6.677,0
13,7.466,6.673,0
13,7.501,6.669,0
13,7.543,6.667,0
13,7.581,6.66,0
13,7.601,6.656,0
13,7.606,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.607,6.656,0
14,7.609,6.656,0
14,7.61,6.656,0
15,7.614,6.656,0
15,7.62,6.656,0
15,7.637,6.656,0
15,7.658,6.656,0
15,7.694,6.656,0
15,7.745,6.656,0
15,7.797,6.656,0
15,7.823,6.656,0
15,7.844,6.656,0
15,7.874,6.652,0
15,7.93,6.65,0
15,7.973,6.65,0
15,7.992,6.648,0
15,7.999,6.647,0
15,8.001,6.647,0
15,8.004,6.647,0
15,8.026,6.647,0
15,8.047,6.647,0
15,8.071,6.647,0
15,8.089,6.647,0
16,8.107,6.647,0
16,8.121,6.647,0
16,8.155,6.647,0
16,8.182,6.647,0
16,8.187,6.647,0
16,8.187,6.647,0
16,8.187,6.647,0
16,8.187,6.647,0
16,8.187,6.649,0
16,8.189,6.651,0
16,8.218,6.654,0
16,8.271,6.656,0
16,8.337,6.657,0
16,8.389,6.657,0
16,8.421,6.657,0
16,8.435,6.657,0
16,8.438,6.657,0
16,8.442,6.657,0
16,8.444,6.657,0
16,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
17,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
18,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
19,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
20,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
21,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
22,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.657,0
23,8.444,6.658,0
23,8.444,6.659,0
23,8.444,6.66,0
23,8.444,6.661,0
24,8.444,6.667,0
24,8.445,6.671,0
24,8.451,6.674,0
24,8.457,6.675,0
24,8.464,6.679,0
24,8.492,6.686,0
24,8.53,6.693,0
24,8.548,6.698,0
24,8.554,6.71,0
24,8.557,6.714,0
24,8.558,6.715,0
24,8.564,6.722,0
24,8.585,6.734,0
24,8.605,6.741,0
24,8.614,6.744,0
24,8.616,6.747,0
24,8.616,6.749,0
24,8.616,6.75,0
24,8.616,6.754,0
24,8.616,6.759,0
25,8.616,6.764,0
25,8.619,6.77,0
25,8.64,6.778,0
25,8.666,6.791,0
25,8.689,6.802,0
25,8.697,6.808,0
25,8.697,6.813,0
25,8.697,6.814,0
25,8.697,6.815,0
25,8.697,6.816,0
25,8.697,6.818,0
25,8.697,6.819,0
25,8.697,6.824,0
25,8.699,6.834,0
25,8.7,6.845,0
25,8.701,6.855,0
25,8.708,6.864,0
25,8.712,6.876,0
25,8.719,6.886,0
25,8.727,6.9,0
26,8.739,6.915,0
26,8.747,6.933,0
26,8.752,6.946,0
26,8.753,6.952,0
26,8.757,6.961,0
26,8.759,6.971,0
26,8.76,6.977,0
26,8.761,6.981,0
26,8.762,6.986,0
26,8.762,6.987,0
26,8.763,6.987,0
26,8.764,6.987,0
26,8.768,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
26,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
27,8.769,6.987,0
28,8.771,6.988,0
28,8.774,6.988,0
28,8.776,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.988,0
28,8.777,6.991,0
28,8.777,6.993,0
28,8.777,6.993,0
28,8.777,6.993,0
28,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.994,0
29,8.777,6.997,0
29,8.777,7,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
29,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
30,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
31,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.001,0
32,8.777,7.002,0
32,8.777,7.002,0
32,8.777,7.002,0
32,8.777,7.002,0
32,8.777,7.004,0
32,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
33,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
34,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
35,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
36,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
37,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.005,0
38,8.777,7.004,0
38,8.777,6.998,0
38,8.777,6.993,0
38,8.776,6.986,0
38,8.775,6.968,0
38,8.774,6.953,0
38,8.774,6.948,0
38,8.772,6.92,0
38,8.763,6.89,0
38,8.757,6.872,0
38,8.756,6.855,0
39,8.745,6.832,0
39,8.72,6.798,0
39,8.705,6.765,0
39,8.698,6.749,0
39,8.697,6.745,0
39,8.697,6.739,0
39,8.694,6.73,0
39,8.684,6.709,0
39,8.673,6.688,0
39,8.669,6.669,0
39,8.668,6.65,0
39,8.668,6.631,0
39,8.668,6.601,0
39,8.668,6.57,0
39,8.668,6.541,0
39,8.668,6.519,0
39,8.668,6.491,0
39,8.668,6.467,0
39,8.668,6.445,0
39,8.668,6.432,0
40,8.668,6.42,0
40,8.668,6.403,0
40,8.668,6.388,0
40,8.668,6.361,0
40,8.668,6.336,0
40,8.668,6.296,0
40,8.668,6.257,0
40,8.668,6.215,0
40,8.668,6.172,0
40,8.668,6.122,0
40,8.668,6.067,0
40,8.668,6.011,0
40,8.664,5.949,0
40,8.662,5.905,0
40,8.662,5.871,0
40,8.662,5.835,0
40,8.662,5.804,0
40,8.662,5.775,0
40,8.662,5.752,0
40,8.678,5.733,0
41,8.689,5.712,0
41,8.709,5.697,0
41,8.72,5.688,0
41,8.721,5.683,0
41,8.721,5.682,0
41,8.721,5.682,0
41,8.721,5.682,0
41,8.721,5.682,0
41,8.72,5.682,0
41,8.715,5.682,0
41,8.684,5.682,0
41,8.625,5.682,0
41,8.49,5.66,0
41,8.361,5.648,0
41,8.297,5.647,0
41,8.285,5.647,0
41,8.285,5.647,0
41,8.285,5.647,0
41,8.285,5.632,0
41,8.285,5.617,0
42,8.285,5.597,0
42,8.285,5.571,0
42,8.286,5.532,0
42,8.286,5.479,0
42,8.286,5.429,0
42,8.286,5.385,0
42,8.286,5.362,0
42,8.286,5.335,0
42,8.286,5.312,0
42,8.286,5.272,0
42,8.285,5.235,0
42,8.28,5.213,0
42,8.265,5.197,0
42,8.26,5.19,0
42,8.251,5.189,0
42,8.247,5.189,0
42,8.242,5.189,0
42,8.237,5.189,0
42,8.225,5.189,0
42,8.183,5.189,0
43,8.082,5.189,0
43,7.965,5.206,0
43,7.933,5.222,0
43,7.933,5.226,0
43,7.933,5.226,0
43,7.933,5.226,0
43,7.933,5.226,0
43,7.933,5.226,0
43,7.933,5.226,0
43,7.934,5.226,0
43,7.935,5.226,0
43,7.937,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
43,7.938,5.226,0
44,7.938,5.226,0
44,7.938,5.226,0
44,7.939,5.226,0
44,7.94,5.226,0
44,7.94,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.226,0
44,7.941,5.228,0
44,7.941,5.229,0
44,7.941,5.233,0
44,7.941,5.242,0
44,7.941,5.25,0
44,7.941,5.255,0
45,7.941,5.259,0
45,7.941,5.259,0
45,7.941,5.26,0
45,7.944,5.264,0
45,7.945,5.266,0
45,7.945,5.267,0
45,7.949,5.27,0
45,7.951,5.273,0
45,7.951,5.274,0
45,7.953,5.277,0
45,7.955,5.277,0
45,7.956,5.277,0
45,7.956,5.28,0
45,7.956,5.281,0
45,7.956,5.284,0
45,7.956,5.286,0
45,7.956,5.286,0
45,7.956,5.287,0
45,7.956,5.288,0
45,7.956,5.288,0
46,7.956,5.288,0
46,7.956,5.288,0
46,7.956,5.288,0
46,7.956,5.288,0
46,7.956,5.288,0
46,7.944,5.288,0
46,7.913,5.296,0
46,7.877,5.3,0
46,7.85,5.303,0
46,7.831,5.306,0
46,7.824,5.308,0
46,7.812,5.309,0
46,7.808,5.309,0
46,7.801,5.309,0
46,7.799,5.311,0
46,7.792,5.324,0
