jstime,valence,arousal,video
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
0,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
1,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
2,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
3,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
4,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
5,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
6,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
7,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
8,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
9,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
10,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
11,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
12,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
13,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
14,5,5,0
15,5,5,0
15,5,4.988,0
15,5.011,4.964,0
15,5.046,4.939,0
15,5.071,4.92,0
15,5.071,4.915,0
15,5.071,4.912,0
15,5.08,4.894,0
15,5.103,4.852,0
15,5.165,4.81,0
15,5.244,4.791,0
15,5.283,4.763,0
15,5.297,4.733,0
15,5.306,4.715,0
15,5.338,4.687,0
15,5.4,4.648,0
15,5.464,4.609,0
15,5.499,4.58,0
15,5.503,4.554,0
15,5.503,4.518,0
16,5.514,4.478,0
16,5.544,4.438,0
16,5.586,4.389,0
16,5.623,4.318,0
16,5.637,4.264,0
16,5.638,4.237,0
16,5.638,4.19,0
16,5.638,4.116,0
16,5.638,4.031,0
16,5.626,3.954,0
16,5.614,3.896,0
16,5.614,3.851,0
16,5.614,3.823,0
16,5.614,3.817,0
16,5.614,3.817,0
16,5.59,3.87,0
16,5.443,4.069,0
16,5.226,4.432,0
16,5.067,4.824,0
16,5,5,0
17,5,5,0
17,5,5,0
17,5.016,5,0
17,5.061,5,0
17,5.113,5,0
17,5.166,5,0
17,5.296,5.134,0
17,5.336,5.14,0
17,5.432,5.166,0
17,5.519,5.183,0
17,5.641,5.197,0
17,5.696,5.202,0
17,5.74,5.208,0
17,5.781,5.213,0
17,5.809,5.213,0
17,5.825,5.213,0
17,5.842,5.206,0
17,5.869,5.186,0
17,5.903,5.165,0
17,5.945,5.158,0
18,5.995,5.158,0
18,6.041,5.158,0
18,6.064,5.158,0
18,6.069,5.163,0
18,6.08,5.182,0
18,6.095,5.215,0
18,6.104,5.245,0
18,6.11,5.264,0
18,6.118,5.276,0
18,6.127,5.289,0
18,6.135,5.308,0
18,6.148,5.334,0
18,6.157,5.362,0
18,6.161,5.391,0
18,6.163,5.409,0
18,6.164,5.418,0
18,6.166,5.425,0
18,6.166,5.425,0
18,6.166,5.426,0
18,6.145,5.43,0
19,6.096,5.443,0
19,6.035,5.452,0
19,5.993,5.452,0
19,5.982,5.426,0
19,5.951,5.346,0
19,5.917,5.247,0
19,5.911,5.176,0
19,5.911,5.118,0
19,5.911,5.046,0
19,5.917,4.97,0
19,5.935,4.9,0
19,5.97,4.833,0
19,6.014,4.783,0
19,6.063,4.755,0
19,6.116,4.739,0
19,6.177,4.731,0
19,6.243,4.726,0
19,6.297,4.723,0
19,6.346,4.719,0
19,6.405,4.714,0
20,6.473,4.7,0
20,6.529,4.68,0
20,6.575,4.665,0
20,6.615,4.649,0
20,6.632,4.63,0
20,6.639,4.614,0
20,6.651,4.601,0
20,6.679,4.591,0
20,6.714,4.572,0
20,6.74,4.535,0
20,6.76,4.484,0
20,6.78,4.432,0
20,6.794,4.392,0
20,6.8,4.367,0
20,6.804,4.35,0
20,6.804,4.342,0
20,6.804,4.339,0
20,6.804,4.335,0
20,6.804,4.33,0
20,6.804,4.325,0
21,6.804,4.323,0
21,6.808,4.323,0
21,6.815,4.343,0
21,6.843,4.392,0
21,6.897,4.443,0
21,6.967,4.495,0
21,7.034,4.535,0
21,7.073,4.558,0
21,7.093,4.577,0
21,7.115,4.594,0
21,7.132,4.608,0
21,7.143,4.618,0
21,7.165,4.632,0
21,7.191,4.656,0
21,7.222,4.681,0
21,7.247,4.701,0
21,7.259,4.715,0
21,7.269,4.726,0
21,7.286,4.737,0
21,7.313,4.752,0
22,7.345,4.768,0
22,7.369,4.784,0
22,7.383,4.799,0
22,7.388,4.81,0
22,7.391,4.815,0
22,7.398,4.817,0
22,7.404,4.821,0
22,7.413,4.826,0
22,7.421,4.833,0
22,7.429,4.843,0
22,7.443,4.859,0
22,7.449,4.868,0
22,7.449,4.872,0
22,7.449,4.88,0
22,7.449,4.888,0
22,7.449,4.895,0
22,7.449,4.908,0
22,7.449,4.92,0
22,7.449,4.924,0
22,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
23,7.449,4.925,0
24,7.449,4.925,0
24,7.447,4.925,0
24,7.439,4.925,0
24,7.43,4.925,0
24,7.424,4.925,0
24,7.418,4.925,0
24,7.408,4.92,0
24,7.367,4.908,0
24,7.318,4.897,0
24,7.302,4.893,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
24,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
25,7.301,4.892,0
26,7.301,4.892,0
26,7.301,4.892,0
26,7.301,4.892,0
26,7.301,4.892,0
26,7.3,4.892,0
26,7.3,4.892,0
26,7.299,4.892,0
26,7.296,4.892,0
26,7.293,4.892,0
26,7.289,4.892,0
26,7.287,4.892,0
26,7.284,4.892,0
26,7.28,4.892,0
26,7.278,4.892,0
26,7.277,4.892,0
26,7.277,4.892,0
26,7.277,4.892,0
26,7.276,4.892,0
26,7.274,4.892,0
26,7.274,4.892,0
27,7.274,4.892,0
27,7.273,4.892,0
27,7.273,4.892,0
27,7.273,4.892,0
27,7.273,4.892,0
27,7.272,4.892,0
27,7.269,4.892,0
27,7.266,4.892,0
27,7.262,4.892,0
27,7.256,4.892,0
27,7.249,4.892,0
27,7.244,4.892,0
27,7.237,4.892,0
27,7.226,4.892,0
27,7.21,4.892,0
27,7.193,4.892,0
27,7.179,4.892,0
27,7.171,4.892,0
27,7.164,4.892,0
27,7.157,4.892,0
28,7.154,4.892,0
28,7.152,4.892,0
28,7.151,4.892,0
28,7.151,4.892,0
28,7.151,4.892,0
28,7.151,4.892,0
28,7.151,4.892,0
28,7.151,4.893,0
28,7.151,4.896,0
28,7.151,4.905,0
28,7.151,4.911,0
28,7.151,4.912,0
28,7.151,4.913,0
28,7.151,4.915,0
28,7.151,4.917,0
28,7.151,4.917,0
28,7.151,4.917,0
28,7.151,4.917,0
28,7.151,4.917,0
28,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.917,0
29,7.151,4.918,0
29,7.151,4.918,0
29,7.151,4.918,0
29,7.151,4.918,0
29,7.151,4.919,0
29,7.151,4.921,0
29,7.151,4.928,0
29,7.151,4.935,0
29,7.151,4.939,0
29,7.151,4.941,0
29,7.151,4.941,0
29,7.151,4.941,0
30,7.151,4.942,0
30,7.151,4.944,0
30,7.151,4.944,0
30,7.151,4.944,0
30,7.151,4.945,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
30,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
31,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.946,0
32,7.151,4.947,0
32,7.151,4.949,0
32,7.151,4.953,0
32,7.151,4.957,0
32,7.151,4.958,0
32,7.151,4.958,0
32,7.151,4.958,0
32,7.151,4.958,0
32,7.151,4.958,0
32,7.151,4.959,0
32,7.151,4.959,0
33,7.151,4.959,0
33,7.151,4.959,0
33,7.151,4.959,0
33,7.151,4.959,0
33,7.151,4.96,0
33,7.15,4.961,0
33,7.148,4.962,0
33,7.147,4.964,0
33,7.146,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
33,7.145,4.966,0
34,7.144,4.966,0
34,7.143,4.966,0
34,7.142,4.966,0
34,7.141,4.966,0
34,7.139,4.966,0
34,7.136,4.966,0
34,7.136,4.966,0
34,7.136,4.966,0
34,7.136,4.966,0
34,7.136,4.966,0
34,7.134,4.966,0
34,7.132,4.966,0
34,7.13,4.968,0
34,7.127,4.973,0
34,7.122,4.979,0
34,7.119,4.983,0
34,7.119,4.985,0
34,7.118,4.985,0
34,7.118,4.985,0
34,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.118,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
35,7.117,4.985,0
36,7.117,4.985,0
36,7.117,4.985,0
36,7.117,4.985,0
36,7.117,4.986,0
36,7.117,4.988,0
36,7.115,4.991,0
36,7.11,4.997,0
36,7.108,5.003,0
36,7.108,5.003,0
36,7.108,5.003,0
36,7.108,5.003,0
36,7.106,5.003,0
36,7.105,5.003,0
36,7.105,5.005,0
36,7.105,5.008,0
36,7.105,5.011,0
36,7.105,5.013,0
36,7.105,5.013,0
36,7.105,5.013,0
36,7.105,5.013,0
37,7.105,5.017,0
37,7.105,5.021,0
37,7.105,5.021,0
37,7.105,5.024,0
37,7.103,5.028,0
37,7.094,5.034,0
37,7.082,5.041,0
37,7.071,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.064,5.044,0
37,7.063,5.044,0
37,7.062,5.044,0
38,7.06,5.044,0
38,7.058,5.044,0
38,7.058,5.044,0
38,7.057,5.044,0
38,7.056,5.044,0
38,7.053,5.044,0
38,7.047,5.044,0
38,7.044,5.044,0
38,7.042,5.044,0
38,7.042,5.044,0
38,7.041,5.044,0
38,7.04,5.044,0
38,7.037,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
38,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
39,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
40,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
41,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
42,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
43,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
44,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
45,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
46,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.044,0
47,7.034,5.047,0
47,7.034,5.053,0
47,7.034,5.058,0
47,7.034,5.06,0
47,7.034,5.062,0
47,7.034,5.065,0
47,7.034,5.071,0
47,7.034,5.076,0
47,7.034,5.081,0
47,7.034,5.085,0
47,7.034,5.089,0
47,7.034,5.095,0
47,7.034,5.096,0
47,7.034,5.098,0
48,7.034,5.105,0
48,7.034,5.111,0
48,7.034,5.112,0
48,7.034,5.114,0
48,7.034,5.119,0
48,7.034,5.121,0
48,7.034,5.121,0
48,7.034,5.123,0
48,7.033,5.125,0
48,7.032,5.125,0
48,7.03,5.125,0
48,7.028,5.125,0
48,7.027,5.127,0
48,7.024,5.129,0
48,7.023,5.129,0
48,7.023,5.134,0
48,7.023,5.138,0
48,7.021,5.138,0
48,7.018,5.138,0
48,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.018,5.139,0
49,7.016,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
49,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
50,7.014,5.139,0
